product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english
PRO_5024,ferramentas_jardim,41.0,313.0,1.0,6050.0,75.0,25.0,25.0,42
PRO_5025,esporte_lazer,51.0,1097.0,5.0,2800.0,56.0,28.0,33.0,65
PRO_5026,moveis_decoracao,56.0,893.0,3.0,300.0,18.0,9.0,14.0,39
PRO_5027,telefonia,54.0,259.0,1.0,200.0,20.0,20.0,20.0,68
PRO_5028,utilidades_domesticas,39.0,343.0,1.0,963.0,21.0,21.0,22.0,49
PRO_5029,bebes,53.0,829.0,4.0,5150.0,40.0,10.0,40.0,6
PRO_5030,relogios_presentes,52.0,339.0,1.0,198.0,16.0,13.0,13.0,71
PRO_5031,ferramentas_jardim,34.0,511.0,4.0,8875.0,40.0,14.0,43.0,42
PRO_5032,cama_mesa_banho,63.0,837.0,1.0,1300.0,43.0,5.0,30.0,7
PRO_5033,informatica_acessorios,47.0,576.0,1.0,450.0,37.0,4.0,12.0,15
PRO_5034,beleza_saude,50.0,431.0,4.0,20100.0,90.0,60.0,20.0,43
PRO_5035,utilidades_domesticas,51.0,539.0,1.0,1100.0,16.0,31.0,29.0,49
PRO_5036,utilidades_domesticas,56.0,231.0,1.0,250.0,16.0,12.0,16.0,49
PRO_5037,informatica_acessorios,33.0,1084.0,1.0,200.0,41.0,2.0,29.0,15
PRO_5038,utilidades_domesticas,55.0,757.0,4.0,325.0,25.0,15.0,16.0,49
PRO_5039,informatica_acessorios,33.0,1303.0,1.0,200.0,31.0,13.0,11.0,15
PRO_5040,alimentos_bebidas,59.0,459.0,2.0,262.0,28.0,15.0,20.0,37
PRO_5041,esporte_lazer,39.0,626.0,1.0,980.0,52.0,12.0,13.0,65
PRO_5042,artigos_de_natal,46.0,1030.0,1.0,2850.0,30.0,12.0,40.0,12
PRO_5043,beleza_saude,46.0,803.0,1.0,250.0,22.0,3.0,15.0,43
PRO_5044,moveis_escritorio,56.0,1285.0,1.0,8375.0,52.0,51.0,17.0,57
PRO_5045,telefonia,33.0,1577.0,2.0,400.0,16.0,16.0,16.0,68
PRO_5046,ferramentas_jardim,40.0,207.0,4.0,150.0,16.0,2.0,11.0,42
PRO_5047,ferramentas_jardim,57.0,2689.0,4.0,600.0,42.0,6.0,16.0,42
PRO_5048,informatica_acessorios,48.0,339.0,6.0,2900.0,27.0,11.0,20.0,15
PRO_5049,perfumaria,39.0,613.0,1.0,458.0,19.0,13.0,15.0,59
PRO_5050,papelaria,45.0,435.0,2.0,750.0,17.0,7.0,12.0,66
PRO_5051,pet_shop,60.0,872.0,3.0,150.0,25.0,25.0,25.0,60
PRO_5052,beleza_saude,58.0,2910.0,1.0,300.0,18.0,9.0,12.0,43
PRO_5053,musica,59.0,1957.0,3.0,550.0,16.0,16.0,16.0,55
PRO_5054,esporte_lazer,59.0,763.0,1.0,1175.0,21.0,32.0,17.0,65
PRO_5055,automotivo,52.0,383.0,1.0,980.0,17.0,10.0,12.0,5
PRO_5056,moveis_decoracao,56.0,685.0,1.0,9900.0,35.0,35.0,35.0,39
PRO_5057,moveis_decoracao,59.0,205.0,8.0,900.0,31.0,11.0,26.0,39
PRO_5058,cama_mesa_banho,48.0,426.0,1.0,250.0,28.0,4.0,16.0,7
PRO_5059,malas_acessorios,40.0,1070.0,1.0,650.0,90.0,5.0,11.0,53
PRO_5060,esporte_lazer,57.0,1750.0,4.0,277.0,17.0,11.0,13.0,65
PRO_5061,perfumaria,56.0,182.0,1.0,3733.0,22.0,29.0,27.0,59
PRO_5062,utilidades_domesticas,46.0,979.0,5.0,1075.0,18.0,16.0,16.0,49
PRO_5063,utilidades_domesticas,16.0,202.0,1.0,1050.0,26.0,26.0,26.0,49
PRO_5064,perfumaria,60.0,341.0,1.0,450.0,20.0,20.0,20.0,59
PRO_5065,cama_mesa_banho,59.0,349.0,2.0,1500.0,30.0,10.0,30.0,7
PRO_5066,instrumentos_musicais,56.0,250.0,1.0,150.0,18.0,3.0,15.0,56
PRO_5067,beleza_saude,56.0,825.0,1.0,1300.0,22.0,26.0,20.0,43
PRO_5068,pet_shop,58.0,334.0,5.0,1800.0,30.0,30.0,30.0,60
PRO_5069,brinquedos,44.0,71.0,2.0,800.0,39.0,30.0,29.0,69
PRO_5070,beleza_saude,57.0,1687.0,1.0,4350.0,16.0,16.0,16.0,43
PRO_5071,informatica_acessorios,58.0,1484.0,5.0,1700.0,54.0,6.0,23.0,15
PRO_5072,brinquedos,33.0,669.0,1.0,630.0,31.0,19.0,16.0,69
PRO_5073,livros_importados,56.0,440.0,1.0,250.0,33.0,2.0,23.0,9
PRO_5074,esporte_lazer,57.0,654.0,1.0,2400.0,21.0,21.0,21.0,65
PRO_5075,cool_stuff,54.0,710.0,3.0,797.0,17.0,16.0,14.0,20
PRO_5076,cama_mesa_banho,53.0,768.0,4.0,9150.0,50.0,30.0,40.0,7
PRO_5077,informatica_acessorios,60.0,334.0,3.0,850.0,34.0,14.0,14.0,15
PRO_5078,cama_mesa_banho,60.0,298.0,1.0,2650.0,33.0,7.0,39.0,7
PRO_5079,automotivo,39.0,328.0,1.0,500.0,21.0,9.0,12.0,5
PRO_5080,esporte_lazer,47.0,594.0,5.0,700.0,19.0,10.0,16.0,65
PRO_5081,relogios_presentes,53.0,184.0,6.0,200.0,16.0,2.0,11.0,71
PRO_5082,moveis_decoracao,62.0,1702.0,1.0,800.0,60.0,11.0,11.0,39
PRO_5083,relogios_presentes,54.0,555.0,4.0,400.0,16.0,2.0,11.0,71
PRO_5084,cama_mesa_banho,53.0,635.0,1.0,250.0,16.0,10.0,16.0,7
PRO_5085,fashion_calcados,41.0,342.0,4.0,450.0,29.0,10.0,22.0,31
PRO_5086,unknown,51.0,595.0,1.0,7400.0,40.0,6.0,35.0,70
PRO_5087,brinquedos,46.0,226.0,1.0,500.0,45.0,15.0,35.0,69
PRO_5088,utilidades_domesticas,42.0,540.0,4.0,9950.0,31.0,61.0,31.0,49
PRO_5089,beleza_saude,56.0,2137.0,1.0,1600.0,30.0,30.0,16.0,43
PRO_5090,esporte_lazer,60.0,576.0,5.0,2500.0,80.0,12.0,22.0,65
PRO_5091,telefonia,54.0,581.0,1.0,150.0,19.0,4.0,11.0,68
PRO_5092,beleza_saude,60.0,918.0,1.0,150.0,22.0,3.0,15.0,43
PRO_5093,utilidades_domesticas,35.0,347.0,2.0,1400.0,21.0,40.0,21.0,49
PRO_5094,unknown,51.0,595.0,1.0,200.0,22.0,3.0,22.0,70
PRO_5095,beleza_saude,32.0,324.0,1.0,250.0,23.0,9.0,14.0,43
PRO_5096,casa_construcao,55.0,1627.0,1.0,600.0,40.0,3.0,50.0,48
PRO_5097,pet_shop,59.0,1002.0,4.0,3000.0,41.0,16.0,27.0,60
PRO_5098,casa_construcao,37.0,354.0,1.0,8900.0,62.0,32.0,30.0,48
PRO_5099,informatica_acessorios,58.0,1707.0,2.0,6500.0,30.0,30.0,20.0,15
PRO_5100,informatica_acessorios,41.0,635.0,1.0,513.0,22.0,14.0,19.0,15
PRO_5101,informatica_acessorios,56.0,813.0,4.0,650.0,17.0,5.0,12.0,15
PRO_5102,fashion_bolsas_e_acessorios,57.0,113.0,1.0,250.0,16.0,2.0,11.0,28
PRO_5103,esporte_lazer,34.0,100.0,3.0,125.0,23.0,15.0,28.0,65
PRO_5104,telefonia,50.0,194.0,1.0,100.0,16.0,2.0,15.0,68
PRO_5105,beleza_saude,43.0,754.0,1.0,1150.0,16.0,16.0,16.0,43
PRO_5106,bebes,44.0,616.0,2.0,8250.0,44.0,32.0,35.0,6
PRO_5107,relogios_presentes,55.0,464.0,3.0,770.0,26.0,13.0,26.0,71
PRO_5108,telefonia,53.0,486.0,1.0,100.0,16.0,6.0,12.0,68
PRO_5109,esporte_lazer,48.0,2056.0,1.0,400.0,18.0,12.0,16.0,65
PRO_5110,perfumaria,48.0,1671.0,1.0,150.0,18.0,6.0,12.0,59
PRO_5111,eletrodomesticos,57.0,175.0,3.0,3900.0,35.0,40.0,25.0,44
PRO_5112,moveis_decoracao,51.0,272.0,1.0,1400.0,35.0,35.0,35.0,39
PRO_5113,audio,21.0,68.0,3.0,1075.0,40.0,20.0,30.0,4
PRO_5114,moveis_escritorio,57.0,274.0,1.0,6400.0,98.0,30.0,15.0,57
PRO_5115,cool_stuff,46.0,595.0,2.0,450.0,16.0,12.0,22.0,20
PRO_5116,telefonia,57.0,2112.0,1.0,117.0,19.0,5.0,13.0,68
PRO_5117,telefonia,59.0,734.0,4.0,300.0,17.0,4.0,12.0,68
PRO_5118,brinquedos,35.0,537.0,3.0,600.0,36.0,18.0,27.0,69
PRO_5119,moveis_decoracao,52.0,748.0,4.0,15400.0,40.0,60.0,40.0,39
PRO_5120,cama_mesa_banho,48.0,1056.0,1.0,550.0,18.0,10.0,18.0,7
PRO_5121,construcao_ferramentas_construcao,47.0,475.0,1.0,370.0,44.0,21.0,12.0,17
PRO_5122,informatica_acessorios,56.0,944.0,1.0,200.0,20.0,20.0,20.0,15
PRO_5123,beleza_saude,52.0,455.0,1.0,550.0,16.0,16.0,16.0,43
PRO_5124,construcao_ferramentas_iluminacao,54.0,538.0,2.0,950.0,20.0,16.0,37.0,18
PRO_5125,automotivo,46.0,377.0,1.0,5500.0,28.0,32.0,40.0,5
PRO_5126,telefonia,51.0,544.0,5.0,150.0,19.0,3.0,20.0,68
PRO_5127,brinquedos,48.0,271.0,1.0,450.0,27.0,29.0,27.0,69
PRO_5128,automotivo,49.0,1565.0,4.0,250.0,40.0,10.0,17.0,5
PRO_5129,informatica_acessorios,52.0,218.0,1.0,800.0,34.0,15.0,19.0,15
PRO_5130,utilidades_domesticas,44.0,2017.0,3.0,550.0,36.0,10.0,16.0,49
PRO_5131,esporte_lazer,35.0,649.0,4.0,400.0,21.0,4.0,17.0,65
PRO_5132,utilidades_domesticas,59.0,2011.0,5.0,1250.0,35.0,20.0,20.0,49
PRO_5133,moveis_decoracao,47.0,772.0,1.0,1850.0,40.0,30.0,30.0,39
PRO_5134,fashion_bolsas_e_acessorios,63.0,1144.0,8.0,400.0,22.0,14.0,22.0,28
PRO_5135,eletrodomesticos_2,46.0,373.0,3.0,15750.0,68.0,23.0,68.0,45
PRO_5136,cool_stuff,59.0,320.0,1.0,420.0,26.0,12.0,21.0,20
PRO_5137,automotivo,52.0,729.0,1.0,350.0,16.0,10.0,11.0,5
PRO_5138,utilidades_domesticas,25.0,472.0,2.0,500.0,16.0,12.0,14.0,49
PRO_5139,perfumaria,30.0,138.0,1.0,100.0,22.0,10.0,19.0,59
PRO_5140,esporte_lazer,52.0,671.0,6.0,1300.0,25.0,30.0,40.0,65
PRO_5141,automotivo,55.0,97.0,1.0,50.0,16.0,10.0,11.0,5
PRO_5142,beleza_saude,23.0,565.0,1.0,1029.0,20.0,15.0,17.0,43
PRO_5143,utilidades_domesticas,56.0,561.0,1.0,600.0,35.0,27.0,27.0,49
PRO_5144,beleza_saude,53.0,763.0,1.0,875.0,22.0,15.0,12.0,43
PRO_5145,esporte_lazer,51.0,759.0,6.0,900.0,55.0,20.0,22.0,65
PRO_5146,cama_mesa_banho,40.0,529.0,3.0,650.0,51.0,11.0,12.0,7
PRO_5147,cama_mesa_banho,59.0,396.0,1.0,500.0,25.0,2.0,20.0,7
PRO_5148,informatica_acessorios,54.0,1368.0,4.0,1625.0,16.0,23.0,21.0,15
PRO_5149,utilidades_domesticas,31.0,259.0,1.0,450.0,19.0,12.0,12.0,49
PRO_5150,eletronicos,46.0,339.0,2.0,150.0,18.0,15.0,16.0,26
PRO_5151,beleza_saude,34.0,1043.0,2.0,600.0,24.0,18.0,23.0,43
PRO_5152,automotivo,57.0,234.0,1.0,5350.0,91.0,19.0,33.0,5
PRO_5153,consoles_games,41.0,253.0,1.0,400.0,18.0,7.0,14.0,16
PRO_5154,brinquedos,56.0,771.0,4.0,274.0,17.0,20.0,16.0,69
PRO_5155,artigos_de_natal,44.0,253.0,1.0,600.0,16.0,20.0,11.0,12
PRO_5156,cama_mesa_banho,32.0,253.0,1.0,4050.0,40.0,15.0,23.0,7
PRO_5157,construcao_ferramentas_iluminacao,53.0,981.0,3.0,600.0,21.0,30.0,21.0,18
PRO_5158,utilidades_domesticas,59.0,1236.0,1.0,950.0,23.0,18.0,23.0,49
PRO_5159,automotivo,54.0,530.0,1.0,2600.0,35.0,20.0,20.0,5
PRO_5160,beleza_saude,49.0,893.0,1.0,1400.0,90.0,27.0,20.0,43
PRO_5161,relogios_presentes,45.0,723.0,3.0,300.0,16.0,2.0,11.0,71
PRO_5162,automotivo,56.0,651.0,5.0,7200.0,72.0,4.0,44.0,5
PRO_5163,utilidades_domesticas,53.0,117.0,6.0,1950.0,40.0,16.0,16.0,49
PRO_5164,unknown,51.0,595.0,1.0,445.0,17.0,12.0,29.0,70
PRO_5165,papelaria,58.0,298.0,5.0,5250.0,30.0,52.0,20.0,66
PRO_5166,cama_mesa_banho,51.0,215.0,1.0,2400.0,40.0,6.0,30.0,7
PRO_5167,telefonia_fixa,44.0,333.0,3.0,100.0,16.0,4.0,11.0,34
PRO_5168,eletronicos,59.0,444.0,1.0,150.0,21.0,7.0,14.0,26
PRO_5169,automotivo,32.0,347.0,1.0,11650.0,40.0,30.0,30.0,5
PRO_5170,utilidades_domesticas,57.0,1016.0,4.0,445.0,23.0,12.0,14.0,49
PRO_5171,cine_foto,43.0,299.0,1.0,100.0,16.0,15.0,11.0,13
PRO_5172,moveis_escritorio,47.0,2164.0,1.0,15300.0,58.0,28.0,56.0,57
PRO_5173,utilidades_domesticas,55.0,486.0,1.0,1800.0,22.0,63.0,22.0,49
PRO_5174,brinquedos,49.0,194.0,2.0,1100.0,30.0,30.0,30.0,69
PRO_5175,relogios_presentes,51.0,475.0,6.0,200.0,16.0,2.0,20.0,71
PRO_5176,unknown,51.0,595.0,1.0,9150.0,49.0,32.0,35.0,70
PRO_5177,beleza_saude,45.0,568.0,1.0,150.0,16.0,7.0,15.0,43
PRO_5178,perfumaria,40.0,280.0,1.0,408.0,20.0,14.0,17.0,59
PRO_5179,bebes,39.0,235.0,2.0,9400.0,75.0,15.0,50.0,6
PRO_5180,utilidades_domesticas,57.0,485.0,3.0,1500.0,30.0,12.0,30.0,49
PRO_5181,utilidades_domesticas,40.0,144.0,1.0,300.0,22.0,10.0,11.0,49
PRO_5182,utilidades_domesticas,45.0,507.0,3.0,1200.0,32.0,40.0,28.0,49
PRO_5183,bebes,49.0,375.0,6.0,200.0,29.0,7.0,16.0,6
PRO_5184,moveis_decoracao,59.0,668.0,1.0,8950.0,30.0,35.0,30.0,39
PRO_5185,beleza_saude,55.0,476.0,1.0,460.0,18.0,12.0,15.0,43
PRO_5186,utilidades_domesticas,50.0,492.0,2.0,1125.0,43.0,13.0,11.0,49
PRO_5187,eletronicos,49.0,190.0,1.0,133.0,18.0,11.0,14.0,26
PRO_5188,beleza_saude,46.0,456.0,1.0,529.0,20.0,18.0,16.0,43
PRO_5189,cool_stuff,60.0,813.0,3.0,800.0,16.0,7.0,12.0,20
PRO_5190,cool_stuff,60.0,899.0,3.0,1450.0,20.0,30.0,20.0,20
PRO_5191,telefonia,45.0,723.0,1.0,300.0,16.0,22.0,11.0,68
PRO_5192,moveis_decoracao,58.0,275.0,1.0,1000.0,45.0,8.0,35.0,39
PRO_5193,utilidades_domesticas,35.0,181.0,1.0,2958.0,35.0,23.0,29.0,49
PRO_5194,construcao_ferramentas_seguranca,55.0,330.0,1.0,1000.0,20.0,20.0,20.0,19
PRO_5195,utilidades_domesticas,54.0,691.0,3.0,7850.0,25.0,52.0,37.0,49
PRO_5196,bebes,57.0,802.0,2.0,2200.0,36.0,31.0,19.0,6
PRO_5197,moveis_decoracao,33.0,575.0,1.0,6700.0,34.0,40.0,34.0,39
PRO_5198,telefonia,28.0,763.0,5.0,175.0,21.0,16.0,18.0,68
PRO_5199,ferramentas_jardim,36.0,493.0,1.0,400.0,16.0,3.0,33.0,42
PRO_5200,automotivo,58.0,1632.0,3.0,600.0,16.0,21.0,18.0,5
PRO_5201,cama_mesa_banho,60.0,269.0,1.0,2150.0,34.0,8.0,32.0,7
PRO_5202,cama_mesa_banho,35.0,104.0,1.0,500.0,25.0,37.0,36.0,7
PRO_5203,cama_mesa_banho,59.0,395.0,1.0,2000.0,16.0,10.0,16.0,7
PRO_5204,bebes,58.0,1083.0,1.0,383.0,22.0,14.0,17.0,6
PRO_5205,beleza_saude,47.0,808.0,1.0,1255.0,18.0,17.0,16.0,43
PRO_5206,fashion_bolsas_e_acessorios,48.0,350.0,1.0,100.0,16.0,3.0,12.0,28
PRO_5207,relogios_presentes,51.0,668.0,1.0,300.0,16.0,2.0,16.0,71
PRO_5208,moveis_decoracao,56.0,2043.0,5.0,2900.0,69.0,11.0,11.0,39
PRO_5209,cama_mesa_banho,56.0,715.0,1.0,1100.0,28.0,10.0,20.0,7
PRO_5210,construcao_ferramentas_construcao,54.0,2312.0,1.0,3550.0,16.0,105.0,11.0,17
PRO_5211,ferramentas_jardim,47.0,574.0,1.0,270.0,26.0,16.0,21.0,42
PRO_5212,esporte_lazer,41.0,229.0,2.0,2800.0,60.0,15.0,15.0,65
PRO_5213,telefonia,58.0,818.0,5.0,300.0,17.0,4.0,12.0,68
PRO_5214,eletrodomesticos,58.0,644.0,1.0,300.0,35.0,46.0,35.0,44
PRO_5215,construcao_ferramentas_construcao,55.0,162.0,3.0,250.0,16.0,12.0,13.0,17
PRO_5216,telefonia,45.0,361.0,1.0,100.0,19.0,4.0,11.0,68
PRO_5217,pet_shop,55.0,348.0,1.0,13800.0,75.0,20.0,55.0,60
PRO_5218,ferramentas_jardim,63.0,1829.0,10.0,5800.0,54.0,36.0,15.0,42
PRO_5219,esporte_lazer,47.0,718.0,1.0,425.0,27.0,10.0,25.0,65
PRO_5220,cama_mesa_banho,62.0,313.0,1.0,3500.0,45.0,15.0,35.0,7
PRO_5221,audio,48.0,424.0,1.0,200.0,27.0,5.0,20.0,4
PRO_5222,moveis_decoracao,23.0,438.0,3.0,650.0,18.0,21.0,20.0,39
PRO_5223,cama_mesa_banho,53.0,210.0,1.0,675.0,35.0,20.0,35.0,7
PRO_5224,telefonia,52.0,397.0,3.0,200.0,19.0,4.0,20.0,68
PRO_5225,cama_mesa_banho,59.0,620.0,2.0,750.0,35.0,8.0,30.0,7
PRO_5226,informatica_acessorios,32.0,1074.0,2.0,200.0,39.0,2.0,30.0,15
PRO_5227,moveis_decoracao,64.0,3322.0,1.0,1600.0,53.0,8.0,11.0,39
PRO_5228,esporte_lazer,48.0,265.0,1.0,725.0,46.0,12.0,29.0,65
PRO_5229,relogios_presentes,56.0,563.0,2.0,300.0,16.0,11.0,11.0,71
PRO_5230,utilidades_domesticas,60.0,3860.0,1.0,245.0,26.0,8.0,17.0,49
PRO_5231,bebes,56.0,1317.0,3.0,950.0,42.0,25.0,15.0,6
PRO_5232,relogios_presentes,60.0,1709.0,1.0,300.0,16.0,12.0,12.0,71
PRO_5233,perfumaria,55.0,838.0,1.0,200.0,21.0,16.0,17.0,59
PRO_5234,ferramentas_jardim,53.0,566.0,1.0,800.0,22.0,5.0,14.0,42
PRO_5235,beleza_saude,52.0,832.0,1.0,200.0,22.0,5.0,12.0,43
PRO_5236,beleza_saude,41.0,1104.0,1.0,150.0,19.0,8.0,13.0,43
PRO_5237,esporte_lazer,47.0,1370.0,1.0,231.0,12.0,12.0,10.0,65
PRO_5238,brinquedos,56.0,316.0,3.0,600.0,35.0,10.0,20.0,69
PRO_5239,eletrodomesticos,44.0,78.0,1.0,200.0,20.0,13.0,15.0,44
PRO_5240,brinquedos,41.0,960.0,3.0,200.0,20.0,25.0,25.0,69
PRO_5241,moveis_decoracao,52.0,517.0,2.0,2850.0,35.0,30.0,35.0,39
PRO_5242,moveis_decoracao,63.0,176.0,2.0,500.0,47.0,19.0,36.0,39
PRO_5243,bebes,42.0,848.0,1.0,4727.0,56.0,59.0,31.0,6
PRO_5244,esporte_lazer,40.0,754.0,1.0,3148.0,27.0,20.0,24.0,65
PRO_5245,utilidades_domesticas,27.0,282.0,2.0,300.0,20.0,10.0,15.0,49
PRO_5246,automotivo,57.0,854.0,6.0,2050.0,20.0,20.0,20.0,5
PRO_5247,beleza_saude,42.0,647.0,1.0,2700.0,98.0,15.0,15.0,43
PRO_5248,eletronicos,47.0,427.0,3.0,138.0,21.0,4.0,11.0,26
PRO_5249,construcao_ferramentas_jardim,53.0,685.0,1.0,1075.0,24.0,29.0,22.0,21
PRO_5250,automotivo,59.0,298.0,1.0,1700.0,30.0,14.0,30.0,5
PRO_5251,esporte_lazer,29.0,2084.0,1.0,100.0,16.0,10.0,16.0,65
PRO_5252,perfumaria,48.0,969.0,3.0,400.0,20.0,11.0,11.0,59
PRO_5253,beleza_saude,45.0,1031.0,1.0,400.0,16.0,16.0,16.0,43
PRO_5254,beleza_saude,29.0,1586.0,1.0,1450.0,30.0,30.0,30.0,43
PRO_5255,papelaria,60.0,1076.0,4.0,7000.0,35.0,4.0,21.0,66
PRO_5256,esporte_lazer,31.0,211.0,1.0,850.0,51.0,16.0,20.0,65
PRO_5257,beleza_saude,53.0,1502.0,4.0,1250.0,18.0,21.0,27.0,43
PRO_5258,moveis_escritorio,46.0,2206.0,1.0,16650.0,58.0,28.0,58.0,57
PRO_5259,perfumaria,35.0,776.0,1.0,635.0,20.0,17.0,17.0,59
PRO_5260,informatica_acessorios,46.0,1228.0,5.0,150.0,28.0,14.0,14.0,15
PRO_5261,eletroportateis,45.0,956.0,3.0,6950.0,31.0,32.0,43.0,63
PRO_5262,casa_construcao,45.0,638.0,4.0,550.0,17.0,27.0,17.0,48
PRO_5263,perfumaria,35.0,316.0,1.0,550.0,20.0,20.0,30.0,59
PRO_5264,papelaria,26.0,70.0,1.0,1000.0,20.0,5.0,51.0,66
PRO_5265,brinquedos,47.0,602.0,1.0,675.0,20.0,16.0,16.0,69
PRO_5266,bebes,58.0,164.0,1.0,1450.0,35.0,15.0,25.0,6
PRO_5267,informatica_acessorios,33.0,253.0,1.0,1000.0,37.0,19.0,19.0,15
PRO_5268,perfumaria,39.0,419.0,1.0,100.0,16.0,6.0,11.0,59
PRO_5269,moveis_decoracao,63.0,181.0,2.0,5300.0,100.0,7.0,90.0,39
PRO_5270,perfumaria,51.0,607.0,1.0,783.0,17.0,15.0,14.0,59
PRO_5271,dvds_blu_ray,44.0,696.0,1.0,225.0,25.0,13.0,16.0,25
PRO_5272,fashion_bolsas_e_acessorios,27.0,472.0,1.0,300.0,21.0,9.0,13.0,28
PRO_5273,eletrodomesticos_2,59.0,507.0,1.0,15350.0,34.0,34.0,56.0,45
PRO_5274,moveis_decoracao,51.0,333.0,4.0,900.0,30.0,20.0,30.0,39
PRO_5275,automotivo,58.0,651.0,5.0,4200.0,78.0,4.0,47.0,5
PRO_5276,malas_acessorios,49.0,411.0,3.0,10700.0,40.0,100.0,16.0,53
PRO_5277,moveis_decoracao,59.0,473.0,1.0,600.0,30.0,3.0,20.0,39
PRO_5278,utilidades_domesticas,59.0,788.0,1.0,5650.0,56.0,35.0,20.0,49
PRO_5279,automotivo,57.0,689.0,4.0,1450.0,30.0,30.0,30.0,5
PRO_5280,fashion_bolsas_e_acessorios,60.0,487.0,14.0,700.0,20.0,10.0,20.0,28
PRO_5281,cine_foto,56.0,1451.0,1.0,1540.0,47.0,19.0,19.0,13
PRO_5282,utilidades_domesticas,58.0,495.0,3.0,1350.0,30.0,14.0,28.0,49
PRO_5283,ferramentas_jardim,56.0,212.0,3.0,458.0,20.0,13.0,32.0,42
PRO_5284,construcao_ferramentas_iluminacao,38.0,308.0,1.0,1050.0,36.0,10.0,36.0,18
PRO_5285,utilidades_domesticas,59.0,586.0,6.0,12250.0,80.0,10.0,76.0,49
PRO_5286,cama_mesa_banho,62.0,630.0,1.0,950.0,35.0,7.0,24.0,7
PRO_5287,moveis_decoracao,57.0,216.0,1.0,1300.0,40.0,6.0,32.0,39
PRO_5288,ferramentas_jardim,39.0,524.0,2.0,500.0,32.0,4.0,12.0,42
PRO_5289,automotivo,56.0,1803.0,4.0,800.0,66.0,10.0,11.0,5
PRO_5290,esporte_lazer,52.0,914.0,2.0,4350.0,20.0,20.0,20.0,65
PRO_5291,utilidades_domesticas,47.0,630.0,3.0,1100.0,22.0,30.0,22.0,49
PRO_5292,automotivo,56.0,855.0,5.0,1950.0,30.0,25.0,30.0,5
PRO_5293,relogios_presentes,48.0,488.0,1.0,200.0,16.0,11.0,20.0,71
PRO_5294,informatica_acessorios,55.0,635.0,1.0,103.0,16.0,10.0,11.0,15
PRO_5295,cama_mesa_banho,57.0,675.0,1.0,1350.0,19.0,17.0,23.0,7
PRO_5296,perfumaria,58.0,912.0,1.0,400.0,18.0,8.0,16.0,59
PRO_5297,informatica_acessorios,60.0,540.0,1.0,3400.0,21.0,17.0,15.0,15
PRO_5298,moveis_decoracao,24.0,234.0,1.0,850.0,16.0,14.0,15.0,39
PRO_5299,esporte_lazer,55.0,1524.0,1.0,2175.0,30.0,27.0,23.0,65
PRO_5300,automotivo,50.0,625.0,3.0,550.0,33.0,27.0,26.0,5
PRO_5301,esporte_lazer,56.0,627.0,4.0,600.0,16.0,10.0,15.0,65
PRO_5302,livros_interesse_geral,53.0,2315.0,3.0,1350.0,22.0,30.0,16.0,8
PRO_5303,fashion_bolsas_e_acessorios,54.0,356.0,3.0,550.0,43.0,16.0,27.0,28
PRO_5304,informatica_acessorios,36.0,398.0,1.0,900.0,28.0,18.0,14.0,15
PRO_5305,casa_construcao,57.0,821.0,3.0,21300.0,20.0,20.0,20.0,48
PRO_5306,moveis_decoracao,63.0,461.0,2.0,800.0,80.0,10.0,60.0,39
PRO_5307,perfumaria,39.0,82.0,1.0,150.0,16.0,2.0,11.0,59
PRO_5308,market_place,62.0,310.0,2.0,600.0,20.0,14.0,20.0,54
PRO_5309,cama_mesa_banho,57.0,492.0,1.0,1200.0,60.0,20.0,60.0,7
PRO_5310,cama_mesa_banho,57.0,507.0,1.0,1900.0,25.0,25.0,25.0,7
PRO_5311,telefonia,59.0,1311.0,2.0,50.0,18.0,6.0,11.0,68
PRO_5312,moveis_decoracao,54.0,718.0,1.0,300.0,16.0,16.0,16.0,39
PRO_5313,construcao_ferramentas_jardim,55.0,2039.0,6.0,200.0,16.0,3.0,12.0,21
PRO_5314,cama_mesa_banho,59.0,81.0,1.0,500.0,20.0,2.0,15.0,7
PRO_5315,beleza_saude,54.0,314.0,1.0,1400.0,19.0,28.0,17.0,43
PRO_5316,utilidades_domesticas,55.0,65.0,2.0,850.0,36.0,20.0,11.0,49
PRO_5317,cama_mesa_banho,58.0,626.0,2.0,900.0,50.0,7.0,38.0,7
PRO_5318,informatica_acessorios,28.0,736.0,1.0,856.0,25.0,16.0,18.0,15
PRO_5319,brinquedos,57.0,70.0,4.0,900.0,39.0,30.0,29.0,69
PRO_5320,esporte_lazer,41.0,243.0,1.0,400.0,44.0,13.0,44.0,65
PRO_5321,livros_interesse_geral,34.0,318.0,1.0,250.0,29.0,8.0,23.0,8
PRO_5322,moveis_decoracao,52.0,485.0,2.0,500.0,35.0,8.0,35.0,39
PRO_5323,unknown,51.0,595.0,1.0,1000.0,32.0,3.0,23.0,70
PRO_5324,moveis_decoracao,23.0,468.0,2.0,800.0,16.0,5.0,16.0,39
PRO_5325,fashion_bolsas_e_acessorios,53.0,277.0,4.0,200.0,16.0,10.0,11.0,28
PRO_5326,brinquedos,58.0,533.0,3.0,742.0,37.0,32.0,29.0,69
PRO_5327,bebes,45.0,406.0,4.0,9950.0,77.0,18.0,43.0,6
PRO_5328,perfumaria,41.0,688.0,1.0,600.0,17.0,19.0,15.0,59
