product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,product_category_name_english_encoded
PRO_32345,relogios_presentes,53.0,493.0,2.0,300.0,16.0,11.0,11.0,watches_gifts,71
PRO_32346,informatica_acessorios,38.0,130.0,1.0,150.0,20.0,8.0,15.0,computers_accessories,15
PRO_32347,bebes,46.0,309.0,4.0,300.0,33.0,44.0,19.0,baby,6
PRO_32348,malas_acessorios,44.0,215.0,1.0,700.0,46.0,10.0,36.0,luggage_accessories,53
PRO_32349,moveis_decoracao,56.0,1749.0,3.0,2250.0,105.0,3.0,70.0,furniture_decor,39
PRO_32350,telefonia,36.0,341.0,1.0,100.0,16.0,14.0,15.0,telephony,68
PRO_32351,esporte_lazer,46.0,3362.0,5.0,1200.0,80.0,8.0,15.0,sports_leisure,65
PRO_32352,bebes,42.0,739.0,2.0,775.0,36.0,5.0,29.0,baby,6
PRO_32353,utilidades_domesticas,24.0,813.0,3.0,400.0,26.0,12.0,12.0,housewares,49
PRO_32354,instrumentos_musicais,45.0,331.0,1.0,100.0,20.0,20.0,20.0,musical_instruments,56
PRO_32355,livros_interesse_geral,39.0,724.0,1.0,450.0,20.0,20.0,20.0,books_general_interest,8
PRO_32356,automotivo,57.0,1148.0,2.0,250.0,20.0,4.0,16.0,auto,5
PRO_32357,perfumaria,45.0,664.0,1.0,250.0,25.0,16.0,16.0,perfumery,59
PRO_32358,moveis_decoracao,56.0,428.0,1.0,4100.0,43.0,26.0,43.0,furniture_decor,39
PRO_32359,relogios_presentes,60.0,587.0,2.0,567.0,16.0,8.0,11.0,watches_gifts,71
PRO_32360,eletrodomesticos,55.0,101.0,1.0,725.0,40.0,14.0,31.0,home_appliances,44
PRO_32361,beleza_saude,44.0,1449.0,1.0,200.0,16.0,28.0,11.0,health_beauty,43
PRO_32362,brinquedos,21.0,265.0,1.0,1202.0,44.0,24.0,23.0,toys,69
PRO_32363,moveis_sala,32.0,608.0,2.0,9750.0,27.0,15.0,92.0,furniture_living_room,40
PRO_32364,perfumaria,54.0,391.0,3.0,479.0,21.0,15.0,17.0,perfumery,59
PRO_32365,beleza_saude,31.0,851.0,1.0,1200.0,29.0,13.0,14.0,health_beauty,43
PRO_32366,cama_mesa_banho,50.0,798.0,2.0,1300.0,28.0,6.0,28.0,bed_bath_table,7
PRO_32367,papelaria,59.0,307.0,4.0,2500.0,31.0,7.0,22.0,stationery,66
PRO_32368,moveis_decoracao,43.0,561.0,2.0,2000.0,40.0,15.0,25.0,furniture_decor,39
PRO_32369,relogios_presentes,46.0,668.0,2.0,300.0,16.0,11.0,11.0,watches_gifts,71
PRO_32370,eletronicos,44.0,431.0,1.0,250.0,25.0,7.0,14.0,electronics,26
PRO_32371,informatica_acessorios,53.0,1459.0,4.0,548.0,20.0,10.0,16.0,computers_accessories,15
PRO_32372,construcao_ferramentas_jardim,53.0,480.0,1.0,1500.0,50.0,16.0,44.0,costruction_tools_garden,21
PRO_32373,automotivo,55.0,240.0,2.0,9750.0,55.0,35.0,12.0,auto,5
PRO_32374,papelaria,52.0,191.0,2.0,850.0,36.0,6.0,29.0,stationery,66
PRO_32375,moveis_decoracao,37.0,1165.0,2.0,1800.0,60.0,25.0,25.0,furniture_decor,39
PRO_32376,esporte_lazer,39.0,2269.0,3.0,300.0,20.0,17.0,22.0,sports_leisure,65
PRO_32377,telefonia,55.0,1539.0,3.0,552.0,14.0,12.0,12.0,telephony,68
PRO_32378,malas_acessorios,38.0,238.0,1.0,700.0,16.0,40.0,30.0,luggage_accessories,53
PRO_32379,informatica_acessorios,52.0,741.0,3.0,500.0,20.0,38.0,30.0,computers_accessories,15
PRO_32380,cama_mesa_banho,53.0,183.0,1.0,1300.0,29.0,8.0,38.0,bed_bath_table,7
PRO_32381,beleza_saude,47.0,140.0,1.0,700.0,24.0,24.0,16.0,health_beauty,43
PRO_32382,moveis_sala,27.0,104.0,2.0,2700.0,47.0,6.0,47.0,furniture_living_room,40
PRO_32383,brinquedos,55.0,1005.0,1.0,7100.0,61.0,41.0,41.0,toys,69
PRO_32384,utilidades_domesticas,59.0,3217.0,1.0,6600.0,35.0,45.0,45.0,housewares,49
PRO_32385,esporte_lazer,30.0,410.0,1.0,1207.0,24.0,25.0,21.0,sports_leisure,65
PRO_32386,pet_shop,38.0,226.0,1.0,400.0,30.0,30.0,20.0,pet_shop,60
PRO_32387,instrumentos_musicais,42.0,175.0,1.0,350.0,36.0,3.0,11.0,musical_instruments,56
PRO_32388,relogios_presentes,58.0,572.0,2.0,290.0,19.0,13.0,19.0,watches_gifts,71
PRO_32389,beleza_saude,60.0,1806.0,2.0,650.0,22.0,8.0,13.0,health_beauty,43
PRO_32390,cool_stuff,25.0,1235.0,2.0,1200.0,16.0,40.0,21.0,cool_stuff,20
PRO_32391,brinquedos,58.0,245.0,1.0,300.0,40.0,15.0,35.0,toys,69
PRO_32392,papelaria,59.0,91.0,2.0,500.0,20.0,30.0,20.0,stationery,66
PRO_32393,moveis_decoracao,63.0,169.0,2.0,5300.0,100.0,7.0,70.0,furniture_decor,39
PRO_32394,esporte_lazer,60.0,857.0,1.0,150.0,16.0,17.0,22.0,sports_leisure,65
PRO_32395,cool_stuff,59.0,260.0,2.0,300.0,17.0,7.0,13.0,cool_stuff,20
PRO_32396,moveis_sala,55.0,851.0,1.0,9850.0,61.0,16.0,46.0,furniture_living_room,40
PRO_32397,automotivo,36.0,443.0,1.0,13100.0,61.0,61.0,21.0,auto,5
PRO_32398,livros_tecnicos,53.0,1417.0,1.0,750.0,29.0,3.0,21.0,books_technical,10
PRO_32399,cool_stuff,33.0,673.0,1.0,1400.0,40.0,40.0,30.0,cool_stuff,20
PRO_32400,ferramentas_jardim,54.0,362.0,1.0,1200.0,16.0,3.0,42.0,garden_tools,42
PRO_32401,fashion_calcados,57.0,404.0,4.0,1400.0,22.0,12.0,33.0,fashion_shoes,31
PRO_32402,pet_shop,30.0,464.0,1.0,750.0,20.0,12.0,13.0,pet_shop,60
PRO_32403,beleza_saude,45.0,2231.0,3.0,117.0,15.0,4.0,12.0,health_beauty,43
PRO_32404,eletrodomesticos_2,51.0,792.0,1.0,22600.0,51.0,41.0,62.0,home_appliances_2,45
PRO_32405,beleza_saude,37.0,2638.0,1.0,900.0,16.0,19.0,15.0,health_beauty,43
PRO_32406,moveis_decoracao,33.0,195.0,1.0,750.0,30.0,11.0,20.0,furniture_decor,39
PRO_32407,cama_mesa_banho,43.0,187.0,1.0,750.0,40.0,4.0,30.0,bed_bath_table,7
PRO_32408,esporte_lazer,60.0,160.0,2.0,100.0,28.0,3.0,20.0,sports_leisure,65
PRO_32409,consoles_games,38.0,268.0,1.0,425.0,17.0,8.0,15.0,consoles_games,16
PRO_32410,automotivo,56.0,751.0,4.0,2000.0,60.0,8.0,33.0,auto,5
PRO_32411,market_place,46.0,475.0,4.0,1800.0,18.0,65.0,35.0,market_place,54
PRO_32412,ferramentas_jardim,59.0,1018.0,3.0,200.0,17.0,7.0,12.0,garden_tools,42
PRO_32413,fashion_roupa_masculina,38.0,50.0,1.0,400.0,30.0,40.0,11.0,fashion_male_clothing,30
PRO_32414,eletroportateis,41.0,3564.0,1.0,6300.0,35.0,35.0,30.0,small_appliances,63
PRO_32415,esporte_lazer,48.0,3884.0,1.0,1250.0,22.0,27.0,22.0,sports_leisure,65
PRO_32416,informatica_acessorios,60.0,209.0,1.0,740.0,33.0,13.0,17.0,computers_accessories,15
PRO_32417,utilidades_domesticas,60.0,213.0,6.0,23950.0,66.0,23.0,51.0,housewares,49
PRO_32418,brinquedos,57.0,1411.0,9.0,400.0,21.0,17.0,18.0,toys,69
PRO_32419,esporte_lazer,56.0,687.0,1.0,374.0,22.0,14.0,14.0,sports_leisure,65
PRO_32420,ferramentas_jardim,32.0,1071.0,2.0,5775.0,35.0,32.0,32.0,garden_tools,42
PRO_32421,moveis_decoracao,59.0,1691.0,5.0,350.0,68.0,8.0,13.0,furniture_decor,39
PRO_32422,brinquedos,57.0,386.0,2.0,1175.0,54.0,33.0,29.0,toys,69
PRO_32423,fashion_calcados,54.0,404.0,4.0,800.0,22.0,12.0,33.0,fashion_shoes,31
PRO_32424,pet_shop,50.0,163.0,1.0,350.0,16.0,16.0,16.0,pet_shop,60
PRO_32425,cama_mesa_banho,54.0,246.0,1.0,700.0,45.0,15.0,35.0,bed_bath_table,7
PRO_32426,moveis_sala,53.0,1146.0,4.0,3100.0,30.0,11.0,30.0,furniture_living_room,40
PRO_32427,casa_conforto,36.0,679.0,1.0,500.0,40.0,30.0,11.0,home_confort,47
PRO_32428,ferramentas_jardim,58.0,336.0,5.0,650.0,20.0,10.0,15.0,garden_tools,42
PRO_32429,relogios_presentes,60.0,489.0,6.0,400.0,16.0,2.0,11.0,watches_gifts,71
PRO_32430,moveis_decoracao,57.0,229.0,1.0,750.0,42.0,2.0,32.0,furniture_decor,39
PRO_32431,ferramentas_jardim,54.0,1231.0,6.0,800.0,17.0,10.0,12.0,garden_tools,42
PRO_32432,moveis_decoracao,53.0,1749.0,3.0,2200.0,105.0,3.0,70.0,furniture_decor,39
PRO_32433,automotivo,55.0,651.0,5.0,6300.0,78.0,4.0,47.0,auto,5
PRO_32434,papelaria,60.0,1076.0,4.0,750.0,34.0,4.0,23.0,stationery,66
PRO_32435,instrumentos_musicais,60.0,1007.0,5.0,5450.0,101.0,14.0,49.0,musical_instruments,56
PRO_32436,moveis_decoracao,63.0,418.0,1.0,1100.0,45.0,15.0,35.0,furniture_decor,39
PRO_32437,unknown,51.0,595.0,1.0,250.0,16.0,4.0,11.0,unknown,70
PRO_32438,telefonia,24.0,820.0,1.0,300.0,18.0,10.0,13.0,telephony,68
PRO_32439,brinquedos,43.0,952.0,4.0,1300.0,48.0,9.0,32.0,toys,69
PRO_32440,beleza_saude,50.0,1678.0,1.0,1200.0,20.0,16.0,20.0,health_beauty,43
PRO_32441,eletronicos,50.0,422.0,1.0,175.0,22.0,11.0,16.0,electronics,26
PRO_32442,esporte_lazer,49.0,1416.0,1.0,350.0,16.0,16.0,16.0,sports_leisure,65
PRO_32443,telefonia,32.0,346.0,3.0,300.0,17.0,8.0,13.0,telephony,68
PRO_32444,beleza_saude,37.0,1016.0,1.0,763.0,25.0,21.0,22.0,health_beauty,43
PRO_32445,esporte_lazer,51.0,294.0,2.0,300.0,20.0,3.0,15.0,sports_leisure,65
PRO_32446,moveis_decoracao,24.0,428.0,8.0,4450.0,40.0,33.0,20.0,furniture_decor,39
PRO_32447,unknown,51.0,595.0,1.0,800.0,21.0,12.0,15.0,unknown,70
PRO_32448,malas_acessorios,42.0,340.0,4.0,550.0,16.0,20.0,15.0,luggage_accessories,53
PRO_32449,informatica_acessorios,60.0,147.0,3.0,300.0,20.0,3.0,14.0,computers_accessories,15
PRO_32450,pet_shop,49.0,895.0,1.0,300.0,20.0,25.0,20.0,pet_shop,60
PRO_32451,utilidades_domesticas,49.0,864.0,4.0,800.0,20.0,15.0,25.0,housewares,49
PRO_32452,cama_mesa_banho,54.0,209.0,1.0,550.0,16.0,10.0,16.0,bed_bath_table,7
PRO_32453,moveis_decoracao,42.0,216.0,5.0,400.0,20.0,2.0,15.0,furniture_decor,39
PRO_32454,informatica_acessorios,57.0,402.0,2.0,100.0,16.0,2.0,11.0,computers_accessories,15
PRO_32455,eletroportateis,44.0,299.0,3.0,402.0,24.0,14.0,13.0,small_appliances,63
PRO_32456,cool_stuff,53.0,1072.0,1.0,1843.0,25.0,25.0,32.0,cool_stuff,20
PRO_32457,utilidades_domesticas,50.0,804.0,2.0,600.0,23.0,16.0,23.0,housewares,49
PRO_32458,cama_mesa_banho,57.0,1060.0,1.0,1200.0,28.0,10.0,24.0,bed_bath_table,7
PRO_32459,unknown,51.0,595.0,1.0,3000.0,40.0,29.0,29.0,unknown,70
PRO_32460,automotivo,54.0,655.0,5.0,2500.0,30.0,28.0,30.0,auto,5
PRO_32461,unknown,51.0,595.0,1.0,1475.0,42.0,24.0,31.0,unknown,70
PRO_32462,cama_mesa_banho,55.0,560.0,1.0,650.0,16.0,10.0,16.0,bed_bath_table,7
PRO_32463,ferramentas_jardim,59.0,1237.0,4.0,2225.0,26.0,7.0,26.0,garden_tools,42
PRO_32464,cama_mesa_banho,38.0,301.0,1.0,3040.0,47.0,10.0,36.0,bed_bath_table,7
PRO_32465,relogios_presentes,39.0,527.0,1.0,300.0,19.0,9.0,15.0,watches_gifts,71
PRO_32466,moveis_decoracao,58.0,646.0,1.0,300.0,16.0,30.0,20.0,furniture_decor,39
PRO_32467,ferramentas_jardim,54.0,350.0,3.0,1233.0,32.0,15.0,29.0,garden_tools,42
PRO_32468,cama_mesa_banho,40.0,729.0,1.0,700.0,20.0,30.0,30.0,bed_bath_table,7
PRO_32469,papelaria,54.0,1156.0,1.0,245.0,16.0,9.0,14.0,stationery,66
PRO_32470,fashion_bolsas_e_acessorios,38.0,291.0,1.0,100.0,17.0,3.0,12.0,fashion_bags_accessories,28
PRO_32471,consoles_games,56.0,555.0,2.0,500.0,18.0,12.0,18.0,consoles_games,16
PRO_32472,automotivo,64.0,111.0,1.0,300.0,16.0,6.0,12.0,auto,5
PRO_32473,cool_stuff,43.0,743.0,5.0,500.0,18.0,12.0,15.0,cool_stuff,20
PRO_32474,esporte_lazer,59.0,1732.0,5.0,1500.0,40.0,20.0,20.0,sports_leisure,65
PRO_32475,esporte_lazer,60.0,1351.0,7.0,3850.0,82.0,10.0,22.0,sports_leisure,65
PRO_32476,cama_mesa_banho,27.0,306.0,2.0,800.0,36.0,12.0,26.0,bed_bath_table,7
PRO_32477,unknown,51.0,595.0,1.0,1800.0,25.0,25.0,25.0,unknown,70
PRO_32478,perfumaria,39.0,1813.0,3.0,3000.0,27.0,20.0,35.0,perfumery,59
PRO_32479,ferramentas_jardim,35.0,325.0,1.0,1300.0,19.0,33.0,13.0,garden_tools,42
PRO_32480,informatica_acessorios,37.0,3331.0,3.0,900.0,26.0,6.0,27.0,computers_accessories,15
PRO_32481,moveis_escritorio,50.0,1202.0,1.0,8300.0,53.0,51.0,18.0,office_furniture,57
PRO_32482,pet_shop,60.0,1099.0,1.0,8300.0,30.0,55.0,30.0,pet_shop,60
PRO_32483,livros_tecnicos,42.0,2115.0,1.0,450.0,16.0,2.0,23.0,books_technical,10
PRO_32484,utilidades_domesticas,56.0,259.0,2.0,2467.0,38.0,39.0,29.0,housewares,49
PRO_32485,esporte_lazer,41.0,1286.0,1.0,4497.0,44.0,35.0,32.0,sports_leisure,65
PRO_32486,cool_stuff,60.0,1023.0,5.0,200.0,17.0,7.0,12.0,cool_stuff,20
PRO_32487,utilidades_domesticas,53.0,478.0,3.0,650.0,18.0,14.0,27.0,housewares,49
PRO_32488,unknown,51.0,595.0,1.0,1300.0,17.0,25.0,20.0,unknown,70
PRO_32489,moveis_decoracao,56.0,575.0,1.0,300.0,40.0,10.0,30.0,furniture_decor,39
PRO_32490,construcao_ferramentas_construcao,47.0,761.0,1.0,550.0,30.0,8.0,11.0,construction_tools_construction,17
PRO_32491,relogios_presentes,54.0,587.0,6.0,300.0,16.0,2.0,11.0,watches_gifts,71
PRO_32492,moveis_cozinha_area_de_servico_jantar_e_jardim,47.0,2201.0,4.0,30000.0,16.0,2.0,11.0,kitchen_dining_laundry_garden_furniture,51
PRO_32493,informatica_acessorios,45.0,3890.0,2.0,1825.0,34.0,18.0,19.0,computers_accessories,15
PRO_32494,relogios_presentes,34.0,94.0,1.0,400.0,22.0,20.0,22.0,watches_gifts,71
PRO_32495,pet_shop,53.0,794.0,6.0,9000.0,16.0,16.0,16.0,pet_shop,60
PRO_32496,fashion_bolsas_e_acessorios,53.0,511.0,4.0,100.0,16.0,3.0,17.0,fashion_bags_accessories,28
PRO_32497,fashion_calcados,46.0,649.0,2.0,900.0,17.0,8.0,19.0,fashion_shoes,31
PRO_32498,automotivo,37.0,305.0,3.0,1150.0,30.0,20.0,30.0,auto,5
PRO_32499,beleza_saude,43.0,948.0,1.0,200.0,16.0,2.0,11.0,health_beauty,43
PRO_32500,utilidades_domesticas,55.0,2812.0,7.0,750.0,30.0,12.0,30.0,housewares,49
PRO_32501,bebes,35.0,547.0,2.0,12000.0,65.0,97.0,18.0,baby,6
PRO_32502,beleza_saude,57.0,2431.0,1.0,1617.0,19.0,13.0,16.0,health_beauty,43
PRO_32503,utilidades_domesticas,56.0,382.0,1.0,2140.0,18.0,26.0,19.0,housewares,49
PRO_32504,portateis_casa_forno_e_cafe,52.0,755.0,2.0,2350.0,28.0,34.0,20.0,small_appliances_home_oven_and_coffee,64
PRO_32505,moveis_decoracao,52.0,715.0,4.0,550.0,34.0,6.0,23.0,furniture_decor,39
PRO_32506,informatica_acessorios,36.0,915.0,5.0,250.0,20.0,15.0,15.0,computers_accessories,15
PRO_32507,cama_mesa_banho,57.0,111.0,1.0,1150.0,40.0,15.0,30.0,bed_bath_table,7
PRO_32508,malas_acessorios,33.0,280.0,4.0,900.0,23.0,22.0,35.0,luggage_accessories,53
PRO_32509,construcao_ferramentas_construcao,46.0,998.0,1.0,4900.0,19.0,19.0,17.0,construction_tools_construction,17
PRO_32510,brinquedos,53.0,418.0,2.0,340.0,24.0,13.0,18.0,toys,69
PRO_32511,automotivo,41.0,405.0,3.0,150.0,38.0,2.0,22.0,auto,5
PRO_32512,perfumaria,30.0,138.0,1.0,100.0,20.0,7.0,20.0,perfumery,59
PRO_32513,cama_mesa_banho,38.0,353.0,1.0,1200.0,16.0,10.0,16.0,bed_bath_table,7
PRO_32514,moveis_escritorio,55.0,1294.0,1.0,8700.0,52.0,51.0,17.0,office_furniture,57
PRO_32515,utilidades_domesticas,20.0,109.0,3.0,550.0,20.0,35.0,20.0,housewares,49
PRO_32516,unknown,51.0,595.0,1.0,1800.0,30.0,20.0,70.0,unknown,70
PRO_32517,construcao_ferramentas_ferramentas,55.0,856.0,2.0,250.0,16.0,12.0,14.0,costruction_tools_tools,22
PRO_32518,moveis_decoracao,18.0,385.0,4.0,577.0,17.0,25.0,23.0,furniture_decor,39
PRO_32519,utilidades_domesticas,53.0,151.0,5.0,7800.0,38.0,28.0,33.0,housewares,49
PRO_32520,cama_mesa_banho,47.0,385.0,1.0,2400.0,47.0,21.0,41.0,bed_bath_table,7
PRO_32521,automotivo,55.0,547.0,3.0,1100.0,65.0,25.0,35.0,auto,5
PRO_32522,informatica_acessorios,42.0,670.0,2.0,150.0,36.0,9.0,11.0,computers_accessories,15
PRO_32523,utilidades_domesticas,57.0,567.0,1.0,1200.0,20.0,15.0,20.0,housewares,49
PRO_32524,esporte_lazer,56.0,814.0,2.0,150.0,16.0,10.0,16.0,sports_leisure,65
PRO_32525,esporte_lazer,52.0,3774.0,1.0,2900.0,31.0,33.0,32.0,sports_leisure,65
PRO_32526,moveis_decoracao,52.0,497.0,2.0,2150.0,30.0,20.0,20.0,furniture_decor,39
PRO_32527,instrumentos_musicais,59.0,936.0,3.0,450.0,62.0,9.0,23.0,musical_instruments,56
PRO_32528,perfumaria,55.0,215.0,1.0,100.0,17.0,9.0,20.0,perfumery,59
PRO_32529,perfumaria,48.0,208.0,1.0,150.0,30.0,10.0,30.0,perfumery,59
PRO_32530,esporte_lazer,57.0,623.0,4.0,375.0,16.0,3.0,11.0,sports_leisure,65
PRO_32531,bebes,56.0,330.0,1.0,150.0,16.0,5.0,16.0,baby,6
PRO_32532,construcao_ferramentas_jardim,55.0,2039.0,6.0,240.0,21.0,7.0,15.0,costruction_tools_garden,21
PRO_32533,moveis_sala,57.0,837.0,2.0,30000.0,63.0,63.0,74.0,furniture_living_room,40
PRO_32534,beleza_saude,36.0,438.0,1.0,300.0,17.0,9.0,16.0,health_beauty,43
PRO_32535,utilidades_domesticas,51.0,697.0,3.0,1000.0,19.0,24.0,18.0,housewares,49
PRO_32536,automotivo,58.0,391.0,3.0,1900.0,28.0,36.0,28.0,auto,5
PRO_32537,livros_interesse_geral,54.0,424.0,1.0,600.0,24.0,11.0,18.0,books_general_interest,8
PRO_32538,utilidades_domesticas,26.0,524.0,4.0,200.0,16.0,11.0,11.0,housewares,49
PRO_32539,cama_mesa_banho,42.0,327.0,3.0,1100.0,37.0,23.0,35.0,bed_bath_table,7
PRO_32540,beleza_saude,51.0,1399.0,1.0,250.0,16.0,35.0,11.0,health_beauty,43
PRO_32541,fashion_bolsas_e_acessorios,24.0,198.0,2.0,350.0,20.0,16.0,16.0,fashion_bags_accessories,28
PRO_32542,automotivo,56.0,401.0,3.0,100.0,20.0,4.0,17.0,auto,5
PRO_32543,cama_mesa_banho,50.0,459.0,2.0,1500.0,40.0,20.0,30.0,bed_bath_table,7
PRO_32544,utilidades_domesticas,56.0,1073.0,3.0,800.0,17.0,20.0,11.0,housewares,49
PRO_32545,relogios_presentes,51.0,802.0,1.0,350.0,21.0,14.0,14.0,watches_gifts,71
PRO_32546,moveis_cozinha_area_de_servico_jantar_e_jardim,49.0,192.0,1.0,18800.0,50.0,50.0,50.0,kitchen_dining_laundry_garden_furniture,51
PRO_32547,cool_stuff,37.0,360.0,1.0,831.0,36.0,27.0,39.0,cool_stuff,20
PRO_32548,ferramentas_jardim,37.0,98.0,1.0,2450.0,22.0,20.0,18.0,garden_tools,42
PRO_32549,esporte_lazer,22.0,561.0,3.0,150.0,16.0,17.0,22.0,sports_leisure,65
PRO_32550,relogios_presentes,45.0,510.0,1.0,338.0,18.0,11.0,13.0,watches_gifts,71
PRO_32551,construcao_ferramentas_construcao,49.0,559.0,1.0,923.0,17.0,8.0,21.0,construction_tools_construction,17
PRO_32552,moveis_decoracao,60.0,382.0,1.0,500.0,25.0,2.0,17.0,furniture_decor,39
PRO_32553,beleza_saude,54.0,250.0,2.0,250.0,25.0,10.0,20.0,health_beauty,43
PRO_32554,perfumaria,30.0,138.0,1.0,100.0,22.0,7.0,16.0,perfumery,59
PRO_32555,relogios_presentes,33.0,651.0,1.0,387.0,17.0,12.0,12.0,watches_gifts,71
PRO_32556,relogios_presentes,40.0,700.0,1.0,325.0,18.0,14.0,13.0,watches_gifts,71
PRO_32557,automotivo,45.0,556.0,1.0,11600.0,55.0,35.0,45.0,auto,5
PRO_32558,informatica_acessorios,31.0,614.0,2.0,600.0,19.0,13.0,20.0,computers_accessories,15
PRO_32559,informatica_acessorios,38.0,326.0,2.0,150.0,22.0,13.0,15.0,computers_accessories,15
PRO_32560,cama_mesa_banho,40.0,102.0,1.0,400.0,22.0,27.0,27.0,bed_bath_table,7
PRO_32561,moveis_decoracao,45.0,494.0,1.0,450.0,35.0,23.0,35.0,furniture_decor,39
PRO_32562,telefonia_fixa,47.0,330.0,1.0,125.0,17.0,6.0,13.0,fixed_telephony,34
PRO_32563,utilidades_domesticas,54.0,390.0,1.0,500.0,30.0,30.0,30.0,housewares,49
PRO_32564,moveis_decoracao,33.0,1197.0,1.0,17033.0,101.0,8.0,57.0,furniture_decor,39
PRO_32565,cama_mesa_banho,59.0,348.0,1.0,1800.0,45.0,15.0,35.0,bed_bath_table,7
PRO_32566,cama_mesa_banho,62.0,929.0,2.0,1500.0,43.0,4.0,30.0,bed_bath_table,7
PRO_32567,automotivo,58.0,651.0,5.0,5650.0,71.0,4.0,44.0,auto,5
PRO_32568,perfumaria,49.0,702.0,1.0,400.0,18.0,18.0,12.0,perfumery,59
PRO_32569,informatica_acessorios,51.0,154.0,1.0,343.0,16.0,17.0,12.0,computers_accessories,15
PRO_32570,esporte_lazer,31.0,419.0,2.0,1650.0,30.0,8.0,30.0,sports_leisure,65
PRO_32571,cama_mesa_banho,53.0,504.0,1.0,1600.0,45.0,15.0,30.0,bed_bath_table,7
PRO_32572,esporte_lazer,56.0,564.0,1.0,550.0,30.0,11.0,20.0,sports_leisure,65
PRO_32573,cool_stuff,58.0,478.0,1.0,600.0,22.0,6.0,22.0,cool_stuff,20
PRO_32574,automotivo,39.0,745.0,1.0,10350.0,40.0,30.0,40.0,auto,5
PRO_32575,informatica_acessorios,60.0,2807.0,1.0,1190.0,35.0,20.0,21.0,computers_accessories,15
PRO_32576,automotivo,56.0,1552.0,3.0,550.0,16.0,21.0,18.0,auto,5
PRO_32577,cama_mesa_banho,52.0,289.0,1.0,2700.0,35.0,9.0,34.0,bed_bath_table,7
PRO_32578,livros_interesse_geral,34.0,682.0,1.0,300.0,22.0,2.0,15.0,books_general_interest,8
PRO_32579,utilidades_domesticas,59.0,246.0,1.0,650.0,42.0,11.0,25.0,housewares,49
PRO_32580,relogios_presentes,52.0,542.0,2.0,350.0,16.0,11.0,11.0,watches_gifts,71
PRO_32581,cama_mesa_banho,52.0,126.0,2.0,19500.0,25.0,60.0,55.0,bed_bath_table,7
PRO_32582,eletronicos,57.0,432.0,1.0,200.0,16.0,6.0,14.0,electronics,26
PRO_32583,cama_mesa_banho,60.0,480.0,1.0,7450.0,35.0,35.0,32.0,bed_bath_table,7
PRO_32584,utilidades_domesticas,48.0,144.0,1.0,1000.0,16.0,14.0,14.0,housewares,49
PRO_32585,papelaria,47.0,336.0,4.0,950.0,40.0,15.0,30.0,stationery,66
PRO_32586,moveis_decoracao,28.0,1405.0,3.0,200.0,35.0,2.0,25.0,furniture_decor,39
PRO_32587,utilidades_domesticas,60.0,1132.0,4.0,800.0,20.0,12.0,20.0,housewares,49
PRO_32588,cama_mesa_banho,56.0,404.0,3.0,1250.0,52.0,4.0,20.0,bed_bath_table,7
PRO_32589,moveis_decoracao,56.0,257.0,1.0,1500.0,40.0,10.0,34.0,furniture_decor,39
PRO_32590,unknown,51.0,595.0,1.0,800.0,30.0,10.0,23.0,unknown,70
PRO_32591,fashion_esporte,46.0,219.0,2.0,250.0,18.0,12.0,12.0,fashion_sport,32
PRO_32592,informatica_acessorios,58.0,154.0,2.0,100.0,16.0,8.0,11.0,computers_accessories,15
PRO_32593,cama_mesa_banho,51.0,215.0,1.0,1600.0,40.0,6.0,30.0,bed_bath_table,7
PRO_32594,informatica_acessorios,46.0,1002.0,2.0,150.0,17.0,4.0,13.0,computers_accessories,15
PRO_32595,cama_mesa_banho,53.0,227.0,1.0,2150.0,39.0,6.0,29.0,bed_bath_table,7
PRO_32596,relogios_presentes,59.0,179.0,2.0,200.0,16.0,2.0,11.0,watches_gifts,71
PRO_32597,moveis_decoracao,59.0,1953.0,1.0,850.0,69.0,11.0,11.0,furniture_decor,39
PRO_32598,informatica_acessorios,59.0,421.0,1.0,300.0,50.0,5.0,20.0,computers_accessories,15
PRO_32599,beleza_saude,45.0,2192.0,1.0,800.0,20.0,20.0,20.0,health_beauty,43
PRO_32600,instrumentos_musicais,57.0,740.0,2.0,333.0,20.0,17.0,13.0,musical_instruments,56
PRO_32601,brinquedos,54.0,1482.0,2.0,553.0,30.0,14.0,25.0,toys,69
PRO_32602,ferramentas_jardim,60.0,486.0,4.0,1100.0,22.0,21.0,16.0,garden_tools,42
PRO_32603,beleza_saude,18.0,1736.0,1.0,2500.0,18.0,27.0,20.0,health_beauty,43
PRO_32604,esporte_lazer,58.0,1580.0,1.0,785.0,28.0,21.0,17.0,sports_leisure,65
PRO_32605,moveis_decoracao,60.0,479.0,1.0,200.0,16.0,88.0,16.0,furniture_decor,39
PRO_32606,informatica_acessorios,40.0,226.0,2.0,200.0,25.0,10.0,25.0,computers_accessories,15
PRO_32607,pet_shop,63.0,1440.0,3.0,4900.0,40.0,20.0,50.0,pet_shop,60
PRO_32608,beleza_saude,53.0,444.0,1.0,800.0,16.0,17.0,22.0,health_beauty,43
PRO_32609,perfumaria,41.0,225.0,1.0,900.0,16.0,16.0,11.0,perfumery,59
PRO_32610,relogios_presentes,40.0,621.0,1.0,450.0,22.0,14.0,27.0,watches_gifts,71
